질병코드,버전,영문명,한글명
X32.5,7,"Exposure to sunlight, trade and service area","일광에 노출, 상업 및 서비스 구역"
X32.6,7,"Exposure to sunlight, industrial and construction area","일광에 노출, 산업 및 건설지역"
X32.7,7,"Exposure to sunlight, farm","일광에 노출, 농장"
X32.8,7,"Exposure to sunlight, other specified places","일광에 노출, 기타 명시된 장소"
X32.9,7,"Exposure to sunlight, unspecified place","일광에 노출, 상세불명 장소"
X33,7,Victim of lightning,벼락에 의한 피해
X33.0,7,"Victim of lightning, home","벼락에 의한 피해, 주택"
X33.1,7,"Victim of lightning, residential institution","벼락에 의한 피해, 집단거주시설"
X33.2,7,"Victim of lightning, school, other institution and public administrative area","벼락에 의한 피해, 학교, 기타 시설 및 공공행정 구역"
X33.3,7,"Victim of lightning, sports and athletics area","벼락에 의한 피해, 운동 및 경기장"
X33.4,7,"Victim of lightning, street and highway","벼락에 의한 피해, 도로 및 고속도로"
X33.5,7,"Victim of lightning, trade and service area","벼락에 의한 피해, 상업 및 서비스 구역"
X33.6,7,"Victim of lightning, industrial and construction area","벼락에 의한 피해, 산업 및 건설지역"
X33.7,7,"Victim of lightning, farm","벼락에 의한 피해, 농장"
X33.8,7,"Victim of lightning, other specified places","벼락에 의한 피해, 기타 명시된 장소"
X33.9,7,"Victim of lightning, unspecified place","벼락에 의한 피해, 상세불명 장소"
X34,7,Victim of earthquake,지진에 의한 피해
X34.0,7,Victim of cataclysmic earth movements caused by earthquake,지진에 의한 격변적 지각운동의 피해
X34.1,7,Victim of tsunami,지진해일에 의한 피해
X34.8,7,Victim of other specified effects of earthquake,지진의 기타 명시된 영향의 피해
X34.9,7,Victim of unspecified effect of earthquake,지진의 상세불명 영향의 피해
X35,7,Victim of volcanic eruption,화산폭발에 의한 피해
X35.0,7,"Victim of volcanic eruption, home","화산폭발에 의한 피해, 주택"
X35.1,7,"Victim of volcanic eruption, residential institution","화산폭발에 의한 피해, 집단거주시설"
X35.2,7,"Victim of volcanic eruption, school, other institution and public administrative area","화산폭발에 의한 피해, 학교, 기타 시설 및 공공행정 구역"
X35.3,7,"Victim of volcanic eruption, sports and athletics area","화산폭발에 의한 피해, 운동 및 경기장"
X35.4,7,"Victim of volcanic eruption, street and highway","화산폭발에 의한 피해, 도로 및 고속도로"
X35.5,7,"Victim of volcanic eruption, trade and service area","화산폭발에 의한 피해, 상업 및 서비스 구역"
X35.6,7,"Victim of volcanic eruption, industrial and construction area","화산폭발에 의한 피해, 산업 및 건설지역"
X35.7,7,"Victim of volcanic eruption, farm","화산폭발에 의한 피해, 농장"
X35.8,7,"Victim of volcanic eruption, other specified places","화산폭발에 의한 피해, 기타 명시된 장소"
X35.9,7,"Victim of volcanic eruption, unspecified place","화산폭발에 의한 피해, 상세불명 장소"
X36,7,"Victim of avalanche, landslide and other earth movements","눈사태, 산사태 및 기타 지각운동에 의한 피해"
X36.0,7,"Victim of avalanche, landslide and other earth movements, home","눈사태, 산사태 및 기타 지각운동에 의한 피해, 주택"
X36.1,7,"Victim of avalanche, landslide and other earth movements, residential institution","눈사태, 산사태 및 기타 지각운동에 의한 피해, 집단거주시설"
X36.2,7,"Victim of avalanche, landslide and other earth movements, school, other institution and public administrative area","눈사태, 산사태 및 기타 지각운동에 의한 피해, 학교, 기타 시설 및 공공행정 구역"
X36.3,7,"Victim of avalanche, landslide and other earth movements, sports and athletics area","눈사태, 산사태 및 기타 지각운동에 의한 피해, 운동 및 경기장"
X36.4,7,"Victim of avalanche, landslide and other earth movements, street and highway","눈사태, 산사태 및 기타 지각운동에 의한 피해, 도로 및 고속도로"
X36.5,7,"Victim of avalanche, landslide and other earth movements, trade and service area","눈사태, 산사태 및 기타 지각운동에 의한 피해, 상업 및 서비스 구역"
X36.6,7,"Victim of avalanche, landslide and other earth movements, industrial and construction area","눈사태, 산사태 및 기타 지각운동에 의한 피해, 산업 및 건설지역"
X36.7,7,"Victim of avalanche, landslide and other earth movements, farm","눈사태, 산사태 및 기타 지각운동에 의한 피해, 농장"
X36.8,7,"Victim of avalanche, landslide and other earth movements, other specified places","눈사태, 산사태 및 기타 지각운동에 의한 피해, 기타 명시된 장소"
X36.9,7,"Victim of avalanche, landslide and other earth movements, unspecified place","눈사태, 산사태 및 기타 지각운동에 의한 피해, 상세불명 장소"
X37,7,Victim of cataclysmic storm,지각변동 폭풍의 피해
X37.0,7,"Victim of cataclysmic storm, home","지각변동 폭풍의 피해, 주택"
X37.1,7,"Victim of cataclysmic storm, residential institution","지각변동 폭풍의 피해, 집단거주시설"
X37.2,7,"Victim of cataclysmic storm, school, other institution and public administrative area","지각변동 폭풍의 피해, 학교, 기타 시설 및 공공행정 구역"
X37.3,7,"Victim of cataclysmic storm, sports and athletics area","지각변동 폭풍의 피해, 운동 및 경기장"
X37.4,7,"Victim of cataclysmic storm, street and highway","지각변동 폭풍의 피해, 도로 및 고속도로"
X37.5,7,"Victim of cataclysmic storm, trade and service area","지각변동 폭풍의 피해, 상업 및 서비스 구역"
X37.6,7,"Victim of cataclysmic storm, industrial and construction area","지각변동 폭풍의 피해, 산업 및 건설지역"
X37.7,7,"Victim of cataclysmic storm, farm","지각변동 폭풍의 피해, 농장"
X37.8,7,"Victim of cataclysmic storm, other specified places","지각변동 폭풍의 피해, 기타 명시된 장소"
X37.9,7,"Victim of cataclysmic storm, unspecified place","지각변동 폭풍의 피해, 상세불명 장소"
X38,7,Victim of flood,홍수의 피해
X38.0,7,"Victim of flood, home","홍수의 피해, 주택"
X38.1,7,"Victim of flood, residential institution","홍수의 피해, 집단거주시설"
X38.2,7,"Victim of flood, school, other institution and public administrative area","홍수의 피해, 학교, 기타 시설 및 공공행정 구역"
X38.3,7,"Victim of flood, sports and athletics area","홍수의 피해, 운동 및 경기장"
X38.4,7,"Victim of flood, street and highway","홍수의 피해, 도로 및 고속도로"
X38.5,7,"Victim of flood, trade and service area","홍수의 피해, 상업 및 서비스 구역"
X38.6,7,"Victim of flood, industrial and construction area","홍수의 피해, 산업 및 건설지역"
X38.7,7,"Victim of flood, farm","홍수의 피해, 농장"
X38.8,7,"Victim of flood, other specified places","홍수의 피해, 기타 명시된 장소"
X38.9,7,"Victim of flood, unspecified place","홍수의 피해, 상세불명 장소"
X39,7,Exposure to other and unspecified forces of nature,자연의 기타 및 상세불명 힘에 노출
X39.0,7,"Exposure to other and unspecified forces of nature, home","자연의 기타 및 상세불명 힘에 노출, 주택"
X39.1,7,"Exposure to other and unspecified forces of nature, residential institution","자연의 기타 및 상세불명 힘에 노출, 집단거주시설"
X39.2,7,"Exposure to other and unspecified forces of nature, school, other institution and public administrative area","자연의 기타 및 상세불명 힘에 노출, 학교, 기타 시설 및 공공행정 구역"
X39.3,7,"Exposure to other and unspecified forces of nature, sports and athletics area","자연의 기타 및 상세불명 힘에 노출, 운동 및 경기장"
X39.4,7,"Exposure to other and unspecified forces of nature, street and highway","자연의 기타 및 상세불명 힘에 노출, 도로 및 고속도로"
X39.5,7,"Exposure to other and unspecified forces of nature, trade and service area","자연의 기타 및 상세불명 힘에 노출, 상업 및 서비스 구역"
X39.6,7,"Exposure to other and unspecified forces of nature, industrial and construction area","자연의 기타 및 상세불명 힘에 노출, 산업 및 건설지역"
X39.7,7,"Exposure to other and unspecified forces of nature, farm","자연의 기타 및 상세불명 힘에 노출, 농장"
X39.8,7,"Exposure to other and unspecified forces of nature, other specified places","자연의 기타 및 상세불명 힘에 노출, 기타 명시된 장소"
X39.9,7,"Exposure to other and unspecified forces of nature, unspecified place","자연의 기타 및 상세불명 힘에 노출, 상세불명 장소"
X40,7,"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics","비아편유사진통제, 해열제 및 항류마티스제에 의한 불의의 중독 및 노출"
X40.0,7,"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, home","비아편유사진통제, 해열제 및 항류마티스제에 의한 불의의 중독 및 노출, 주택"
X40.1,7,"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, residential institution","비아편유사진통제, 해열제 및 항류마티스제에 의한 불의의 중독 및 노출, 집단거주시설"
X40.2,7,"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, school, other institution and public administrative area","비아편유사진통제, 해열제 및 항류마티스제에 의한 불의의 중독 및 노출, 학교, 기타 시설 및 공공행정 구역"
X40.3,7,"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, sports and athletics area","비아편유사진통제, 해열제 및 항류마티스제에 의한 불의의 중독 및 노출, 운동 및 경기장"
X40.4,7,"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, street and highway","비아편유사진통제, 해열제 및 항류마티스제에 의한 불의의 중독 및 노출, 도로 및 고속도로"
X40.5,7,"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, trade and service area","비아편유사진통제, 해열제 및 항류마티스제에 의한 불의의 중독 및 노출, 상업 및 서비스 구역"
X40.6,7,"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, industrial and construction area","비아편유사진통제, 해열제 및 항류마티스제에 의한 불의의 중독 및 노출, 산업 및 건설지역"
X40.7,7,"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, farm","비아편유사진통제, 해열제 및 항류마티스제에 의한 불의의 중독 및 노출, 농장"
X40.8,7,"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, other specified places","비아편유사진통제, 해열제 및 항류마티스제에 의한 불의의 중독 및 노출, 기타 명시된 장소"
