성분코드,성분명(한),성분명(영)
M275180,테트라나트륨에티드로네이트30W·V%,Tetrasodium Etidronate 30W.V%
M275181,테트라나트륨이디티에이사수화물,Tetrasodium EDTA Tetrahydrate
M275182,테트라데세네설포네이트나트륨 용액,Sodium Tetradecenesulfonate Solution
M275183,테트라데세네설포네이트나트륨 용액37%,Sodium Tetradecenesulfonate Solution 37%
M275184,테트라데센설폰산나트륨 액,Sodium Tetradecene Sulfonate Solution
M275185,테트라메틸구아니딘,Tetramethylguanidine
M275186,테트라메틸암모늄브롬화물,Tetramethylammonium Bromide
M275187,테트라메틸티우람디설피드,Tetramethylthiuram Disulfide
M275188,테트라메틸헥산디아민·디클로로이소프로판올공중합체,Tetramethyl Hexanediamine·Dichloro Isopropanol Copolymer
M275189,테트라벤질-보글리보스,Tetrabenzyl-Voglibose
M275190,테트라부틸암모늄브롬화물,Tetrabutylammonium Bromide
M275191,테트라부틸암모늄플루오리드,Tetrabutylammonium Fluoride
M275192,테트라부틸암모늄플루오리드삼수화물,Tetrabutylammonium Fluoride Trihydrate
M275193,테트라에틸오르소카보네이트,Tetraethyl Orthocarbonate
M275194,테트라키스(2-메톡시이소부틸이소니트릴)구리(I)테트라플루오르보레이트함유동결건조물,Tetrakis (2-Methoxy Isobutyl Isonitrile) Copper (I) Tetrafluorborate Lyophilizate
M275195,테트라키스(트리페닐포스핀)팔라듐,Tetrakis(Triphenylphosphine)Palladium
M275196,테트라페닐포스포늄브롬화물,Tetraphenylphosphonium Bromide
M275197,테트라히드로파파베린,Tetrahydropapaverine
M275198,테트라히드로퍼푸릴알코올,Tetrahydrofurfuryl Alcohol
M275199,테트라히드로퍼푸릴티오황산나트륨 수용액,Tetrahydrofurfuryl Sodium Thiosulfate Solution
M275200,테트라히드로푸란무수물,Anhydrous Tetrahydrofuran
M275201,테트로포스민설포살리실산염함유동결건조물,Tetrofosmin Sulfosalicylate Lyophilizate
M275202,테플루벤주론,Teflubenzuron
M275203,토수플록사신토실산염,Tosufloxacine Tosilate
M275204,토코페롤아세테이트 SD형50%,Tocopherol Acetate 50% Type SD
M275205,토코페롤아세테이트 가루,Tocopherol Acetate Powder
M275206,토코페롤아세테이트 건조분말50%,Tocopherol Acetate Dry Powder 50%
M275207,토코페롤아세테이트33%,Tocopherol Acetate 33%
M275208,토코페롤아세테이트33.3%,Tocopherol Acetate 33.3%
M275209,토코페롤아세테이트331/3%,Tocopherol Acetate 331/3%
M275210,토코페롤폴리에틸렌글리콜6000혼합물,Tocopherol Polyethylene Glycol 6000 Mixture
M275211,"톨루엔-2,5-디아민 용액53%","Toluene-2,5-Diamine Solution 53%"
M275212,"톨루엔-2,5-디아민·비타민C 수용액","Toluene-2,5-Diamine·Vitamin C Solution"
M275213,"톨루엔-2,5-디아민염산염","Toluene-2,5-Diamine Hydrochloride"
M275214,톨루엔설폰산,Toluenesulfonic acid
M275215,톨리포클라듐인플라툼포자현탁액,Tolypocladium Inflatum Spore Suspension
M275216,트란스-4-메틸시클로헥실아민,Trans-4-Methylcyclohexylamine
M275217,트란스-4-메틸시클로헥실이소시아네이트,Trans-4-Methylcyclohexyl Isocyanate
M275218,트란스-4-아미노시클로헥사놀염산염,Trans-4-Aminocyclohexanol Hydrochloride
M275219,트란스-4-아세타미도시클로헥산올,Trans-4-Acetamidocyclohexanol
M275220,트란스-4-이소프로필시클로헥산카르복실산,Trans-4-Isopropylcyclohexanecarboxylic Acid
M275221,트란스알레트린,Trans Allethrin
M275222,트로피세트론염산염,Tropisetron Hydrochloride
M275223,트롬보플라스틴 함유액,Thromboplastin Solution
M275224,트리(폴리옥시에틸렌)스테아릴암모늄염화물(5EO),Tri (Polyoxyethylene) Stearyl Ammonium Chloride (5EO)
M275225,트리-C12-13알킬시트레이트,Tri-C12–13 Alkyl Citrate
M275226,트리-N-부틸틴염화물,Tri-N-Butyltin Chloride
M275227,트리데세스-2카르복사미드엠이에이,Trideceth-2 Carboxamide MEA
M275228,트리데세스-2-카르복사미드엠이에이,Trideceth-2-Carboxamide MEA
M275229,트리데세스-9·피이지-5에틸헥사노에이트·정제수,Trideceth-9·PEG-5 Ethylhexanoate·Purified Water
M275230,트리데실살리실산염,Tridecyl Salicylate
M275231,트리메틸글리세린,Trimethyl Glycerin
M275232,트리메틸붕산염,Trimethyl Borate
M275233,트리메틸설폭소늄요오드화물,Trimethylsulfoxonium Iodide
M275234,트리메틸실록시실리케이트·데카메틸시클로펜타실록산,Trimethylsiloxysilicate·Decamethylcyclopentasiloxane
M275235,트리메틸실리아모디메티콘,Trimethylsilylamodimethicone
M275237,트리메틸실릴염화물,Trimethylsilyl Chloride
M275238,트리메틸실릴트리플루오로메탄설포네이트,Trimethylsilyl Trifluoromethanesulfonate
M275239,트리메틸아민,Trimethylamine
M275240,트리메틸아세트산,Trimethylacetic Acid
M275241,트리메틸아세틸염화물,Trimethylacetyl Chloride
M275242,트리메틸알루미늄 액,Trimethylaluminum Solution
M275243,트리메틸오르소발레레이트,Trimethyl Orthovalerate
M275244,트리메틸요오도실란,Trimethyl Iodosilane
M275245,트리메틸틴염화물,Trimethyltin Chloride
M275246,트리부틸틴수소화물,Tributyltin Hydride
M275247,트리부틸틴아지드,Tributyltin Azide
M275248,트리부틸틴염화물,Tributyltin Chloride
M275249,트리에탄올아민N-코코일-L-글루탐산 액,Triethanolamine N-Cocoyl-L-Glutamic Acid Solution
M275250,트리에탄올아민N-코코일글리시네이트 액,Triethanolamine N-Cocoyl Glycinate Solution
M275251,트리에탄올아민도데실벤젠설포네이트 액,Triethanolamine Dodecylbenzenesulfonate Solution
M275252,트리에탄올아민폴리옥시에틸렌라우릴에테르황산염,Triethanolamine Polyoxyethylene Lauryl Ether Sulfate
M275253,"트리에틸3-브로모프로판-1,1,1-트리카르복실레이트","Triethyl 3-Bromopropane-1,1,1-Tricarboxylate"
M275254,트리에틸실릴염화물,Triethylsilyl Chloride
M275255,트리에틸아민무수물,Anhydrous Triethylamine
M275256,트리에틸아민염화물염산염,Triethylamine Chloride Hydrochloride
M275257,트리에틸오르소아세테이트,Triethyl Orthoacetate
M275258,트리클로로아세틸염화물,Trichloroacetyl Chloride
M275259,트리클로로에틸렌,Trichloroethylene
M275260,트리틸로사르탄,Trityllosartan
M275261,트리틸아미노티아졸티오포스페이트,Trityl Aminothiazole Thiophosphate
M275262,트리틸올메사탄메독소밀,Tritylolmesartan Medoxomil
M275263,트리틸칸데사르탄,Trityl Candesartan
M275264,트리페닐포스파이트,Triphenyl Phosphite
M275265,트리플루오로메탄설폰산무수물,Trifluoromethanesulfonic Anhydride
M275266,트리플루오로메탄포닐옥시3급부틸메틸실란,
M275267,트리플루오로아세트산,Trifluoroacetic Acid
M275268,트리플루오로아세트산무수물,Trifluoroacetic Anhydride
M275269,트리히드록시스테아린,Trihydroxystearin
M275270,티리아시 엑스,
M275271,티모펜틴아세테이트수화물,Thymopentin Acetate Hydrate
M275272,티뮬즈(PB460),T-MULZ PB460
M275273,티아민디설피드질산염,Thiamine Disulfide Nitrate
M275274,티아민테트라히드로푸르푸릴디설피드,Thiamine Tetrahydrofurfuryl Disulfide
M275275,티오글리세린,Thioglycerin
M275276,티오글리콜산99%,Thioglycolic Acid 99%
M275277,티오글리콜산암모늄,Ammonium Thioglycolate
M275278,티오글리콜산암모늄50%,Ammonium Thioglycolate 50%
M275279,티오글리콜산칼륨,Potassium Thioglycolate
M275280,티오디글리콜산,Thiodiglycolic Acid
M275281,티오락트산,Thiolactic Acid
M275282,티오리다진염산염,Thioridazine Hydrochloride
M275283,티오아세트산,Thioacetic Acid
M275284,티오케톤,Thioketone
M275285,티오펜-2-메틸아민,Thiophene-2-Methylamine
M275286,티오펜카르복실산나트륨,Sodium 2-Thiophenecarboxylate
M275287,티오포스겐,Thiophosgene
M275288,티오황산나트륨무수물,Anhydrous Sodium Thiosulfate
M275289,티오황산칼륨,Potassium Thiosulfate
M275290,티옥트산아미드,Thioctic Acid Amide
M275291,티이에이-N-코코일-L-글루타메이트 액,TEA-N-Cocoyl-L-Glutamate Solution
M275292,티이에이-라우릴설페이트,TEA-Lauryl Sulfate
M275293,티이에이-코코일글루타메이트,TEA-Cocoyl Glutamate
M275294,파니페넴(P-1),Panipenem P-1
M275295,파라3급부틸페놀포름알데히드수지,p-Tert-Butylphenol Formaldehyde Resin
M275296,파라니트로-m-페닐렌디아민황산염,p-Nitro-m-Phenylenediamine Sulfate
M275297,파라니트로-o-페닐렌디아민,p-Nitro-o-Phenylenediamine
M275298,"파라니트로벤질(4R,5S,6S)-3-[(3S,5S)-(5-디메틸아미노카르보닐-1-파라니트로벤질옥시카르보닐)-피롤리딘-3-일설파닐]-6-((R)-1-히드록시-에틸)-4-메틸-7-옥소-1-아자-비시클로[3.2.0]헵트-2-엔-4-카르복실에이트","P-Nitrobenzyl(4R,5S,6S)-3-[(3S,5S)-(5-Dimethylaminocarbonyl-1-P-Nitrobenzyloxycarbonyl)-Pyrrolidine-3-Ylsufanyl]-6-((R)-1-Hydroxy-Ethyl)-4-Methyl-7-Oxo-1-Aza-Bicyclo[3.2.0]Hept-2-Ene-4-Carboxylate"
M275299,"파라니트로벤질-6-(1-히드록시에틸)-1-아자비시클로(3.2.0)헵탄-3,7-디온-2-카르복실레이트","P-Nitrobenzyl-6-(1-Hydroxyethyl)-1-Azabicyclo(3.2.0)Heptane-3,7-Dione-2-Carboxylate"
M275300,파라니트로벤질브롬화물,p-Nitrobenzyl Bromide
M275301,파라니트로벤질클로로포메이트,p-Nitrobenzyl Chloroformate
M275302,파라니트로벤질티에나마이신히드로클로라이드-N-메틸피롤리딘,p-Nitrobenzyl Tienamycin Hydrochloride-N-Methylpyrrolidine
M275303,파라니트로-오르토페닐렌디아민황산염,p-Nitro-o-Phenylenediamine Sulfate
M275304,파라디옥산,p-Dioxane
M275305,파라메톡시페닐피페라진염산염,p-Methoxyphenyl Piperazine Hydrochloride
M275306,파라메틸아미노페놀황산염,p-Methylaminophenol Sulfate
M275307,파라솔104M,Parasol 104M
M275308,파라솔120M,Parasol 120M
M275309,파라솔134M,Parasol 134M
M275310,파라솔147,Parasol 147
M275311,파라아니스알데히드,P-Anisaldehyde
M275312,파라아니시딘,p-Anisidine
M275313,파라아미노-o-크레솔,p-Amino-o-Cresol
M275314,파라아미노-o-크레솔황산염,p-Amino-o-Cresol Sulfate
M275315,파라아미노페놀황산염,p-Aminophenol Sulfate
M275316,파라아세트아미도벤젠설포닐염화물,p-Acetamidobenzenesulfonyl Chloride
M275317,파라아세트아미도페닐클로로아세테이트,p-Acetamidophenyl Chloroacetate
M275318,파라옥시벤조산,Paraben
M275319,파라옥시벤조산에스테르,Paraben Ester
M275320,파라클로로니트로벤젠,p-Chloronitrobenzene
M275321,파라클로로벤조산,p-Chlorobenzoic Acid
M275322,파라클로로벤조일염화물,p-Chlorobenzoyl Chloride
M275323,파라클로로벤질시아나이드,p-Chlorobenzyl Cyanide
M275324,파라톨루엔설포닐염화물,p-Toluenesulfonyl Chloride
M275325,파라톨루엔설포닐이소시아네이트,p-Toluenesulfonyl Isocyanate
M275326,파라톨루엔설폰산일수화물,p-Toluenesulfonic Acid Monohydrate
M275327,파라톨루오일염화물,p-Toluoyl Chloride
M275328,파라톨릴디설피드,p-Tolyl Disulfide
M275329,파라톨릴설포닐우레아,p-Tolylsulfonylurea
M275330,파라페닐렌디아민염산염,p-Phenylenediamine Hydrochloride
M275331,파라페닐렌디아민황산염,p-Phenylenediamine Sulfate
M275332,파라히드록시메틸벤조에이트,p-Hydroxymethyl Benzoate
M275333,파라히드록시벤조산,p-Hydroxybenzoic Acid
M275334,파라히드록시벤조산메틸,Methyl p-Hydroxybenzoate
M275335,파라히드록시벤조산벤질,Benzyl p-Hydroxybenzoate
M275336,파라히드록시벤조산에스테르,p-Hydroxybenzoate Ester
M275337,파라히드록시벤조에이트프로필,Propyl p-Hydroxybenzoate
M275338,파라히드록시벤조일벤조산,p-Hydroxybenzoyl Benzoic Acid
M275339,파라히드록시벤질아민,p-Hydroxybenzylamine
M275340,파라히드록시벤질아민브롬화수소산염,p-Hydroxybenzylamine Hydrobromide
M275341,파라히드록시페닐글리신칼륨염에틸아세토아세테이트에나민,Potassium p-Hydroxyphenylglycin Ethyl Acetoacetate Enamine
M275342,파라히드록시페닐아세타미드,p-Hydroxyphenylacetamide
M275343,파라히드록시페닐아세트산,p-Hydroxyphenylacetic Acid
M275344,파리에타리아오피시널리스 엑스,Parietaria Officinalis Extract
M275345,"파상풍톡소이드와접합된헤모필루스인플루엔자비형균다당류(균주명: Haemophilus Influenzae,S20752주)","Haemophilus Influenzae Type B Polysaccharide·Tetanus Toxoid Conjugate (Strain: Haemophilus Influenzae,S20752)"
M275346,파상풍톡소이드와접합된헤모필루스인플루엔자비형균다당류,Haemophilus Influenzae Type B Polysaccharide·Tetanus Toxoid Conjugate
M275347,파슬리 엑스(1),Parsley Extract 1
M275348,파시플로라 엑스(5.9→1),Pasiflora Extract (5.9→1)
M275349,파올라(TO785),PAOLA TO 785
M275351,파인애플 엑스,Pineapple Extract
M275352,파인애플단백가수분해효소엑스,Concentrate of Proteolytic Enzymes Enriched in Bromelain
M275353,파인에센스,Pine Essence
M275354,파인향(80101),Pine Flavor 80101
M275355,판크레아틱분해카세인,Pancreatic Digest of Casein
M275356,판크레아틴 엑스,Pancreatin Extract
M275357,판크레아틴9배산 USP분말,Pancreatin 9X USP Powder
M275358,판크레아틴9배산,Pancreatin 9X
M275359,판토테닐에틸에테르,Pantothenyl Ethyl Ether
M275360,팔라듐·약용탄,Palladium·Medicinal Carbon
M275361,팔라듐·탄소,Palladium on Carbon
M275362,팔라듐10%,Palladium 10%
M275363,팔라듐10%·탄소 가루,Palladium 10% on Carbon Powder
M275364,팔라듐10%·탄소,Palladium 10% on Carbon
M275365,팔라듐10%·활성탄,Palladium 10% on Active Carbon
M275366,팔라듐5%,Palladium 5%
M275367,팔라듐5%·탄소,Palladium 5% on Carbon
M275368,팔라듐5%·활성탄,Palladium 5% on Active Carbon
M275369,팔미트산나트륨,Sodium Palmitate
M275370,팩에이(73216),
M275371,퍼퓸(102756),Perfume 102756
M275372,퍼퓸(163-2885),Perfume 163-2885
M275373,퍼퓸(6B28077/D),Perfume 6B28077/D
M275374,퍼퓸(A162451),Perfume A162451
M275375,퍼퓸(A3093),Perfume A3093
M275376,퍼퓸(BT-7416),Perfume BT-7416
M275377,퍼퓸(BT-7443),Perfume BT-7443
M275378,퍼퓸(BT-8632),Perfume BT-8632
M275379,퍼퓸(HP-21354),Perfume HP-21354
M275380,퍼퓸(V-6832),Perfume V-6832
M275381,퍼퓸(Y-500-B),Perfume Y-500-B
M275382,퍼퓸유(DV5171),Perfume Oil DV5171
M275383,퍼퓸유,Perfume Oil
M275384,퍼퓸컴파운드(COD.35087),Perfume (Compound COD. 35087)
M275385,퍼퓸컴파운드후루티향(E-9951681),Perfume Compound Frutti E-9951681
M275386,펑가밀(4000BG),Fungamyl 4000BG
M275387,페노피브레이트 과립,Fenofibrate Granules
M275388,페녹시메틸페니실린,Phenoxymethylpenicillin
M275389,페녹시메틸페니실린칼륨,Phenoxymethylpenicillin Potassium
M275390,페녹시아세틸페니실린설폭사이드,Phenoxyacethyl Penicillin Sulfoxide
M275391,페녹시에탄올·메틸파라벤·에틸파라벤·부틸파라벤·프로필파라벤·이소부틸파라벤·프로필파라벤,Phenoxyethanol·Methylparaben·Ethylparaben·Butylparaben·Isobutylparaben·Propylparaben
M275392,페녹시에탄올·메틸파라벤·에틸파라벤·프로필파라벤,Phenoxyethanol·Methylparaben·Ethylparaben·Propylparaben
M275393,페니실리움브레비콤펙텀,Penicillium Brevicompactum
M275394,페니실리움브레비콤펙텀변이주,Penicillium Brevicompactum Mutant
M275395,페니실린·스트렙토마이신,Penicillin·Streptomycin
M275396,페니실린G나트륨,Penicillin G Sodium
M275397,페니실린G아미다제,Penicillin G Amidase
M275398,페니실린G아실라제,Penicillin G Acylase
M275399,페니실린V칼륨,Penicillin V Potassium
M275400,페니트로티온,Fenitrothion
M275401,페닐글리신염화물염산염,Phenylglycine Chloride Hydrochloride
M275402,페닐렌디아민염산염,Phenylenediamine Hydrochloride
M275403,페닐아세테이트,Phenylacetate
M275404,페닐아세틸염화물,Phenylacetyl Chloride
M275405,페닐클로로포메이트,Phenyl Chloroformate
M275406,페닐트리메틸암모늄삼브롬화물,Phenyltrimethylammonium Tribromide
M275407,페퍼민트네프코피,Peppermint Naefco P
M275408,페퍼민트엽30%에탄올 틴크(1:2.5∼3.5),Peppermint Leaf 30% Ethanol Tincture (1:2.5∼3.5)
M275409,페퍼민트잎 엑스,Peppermint Leaf Extract
M275410,펜에틸아민,Phenethylamine
M275411,펜에틸이소시아네이트,Phenethyl Isocyanate
M275412,펜타나트륨펜테테이트 액,Pentasodium Pentetate Solution
M275413,펜타나트륨펜테테이트 액40%,Pentasodium Pentetate Solution 40%
